cost,delivered,price,quantity,customer_id,product_id
2.25,1/8/19,4,1,102483,65
8.8,1/8/19,11,2,102483,155
6.2,1/8/19,7.75,5,102483,412
12.88,1/8/19,16,3,102483,564
4.74,1/8/19,6.35,3,102483,572
3.91,1/8/19,6.7,1,102483,617
3.45,1/8/19,4.75,2.5,102483,651
4.5,1/8/19,9,2,102483,667
6.67,1/8/19,8.4,1,102483,683
5.76,1/8/19,8.55,2,102492,61404
2.32,1/8/19,4.25,10.2,103326,562
18,1/23/19,29.5,1,152530,290883
0,1/8/19,0,1,115902,203
51,1/23/19,64.27,3,152530,291089
15.91,1/8/19,24.4,6,126920,100
0,1/8/19,0,1,126920,518
5.41,1/8/19,8.9,2.69,129999,467
12.1,1/8/19,14.5,4,136901,352
25,1/8/19,37.5,1,136901,283912
14.03,1/23/19,16.5,1,152530,291128
25,1/23/19,57.5,1,152530,291158
7.68,1/23/19,9.8,1,152530,291264
11.45,1/8/19,14.3,1,140373,115
11.05,1/8/19,15.65,1,140373,213
11.4,1/23/19,13.31,8,152530,291590
8.51,1/8/19,11.95,1,140373,335
18.64,1/23/19,23.11,2,152530,291638
24.54,1/23/19,30.43,2,152530,291900
25.7,1/23/19,29.56,1,152530,291986
12.78,1/8/19,33,1,142093,204
2.08,1/8/19,4.5,1,142093,207
23.81,1/23/19,29.95,14,152530,292210
1.74,1/8/19,4.3,1,142093,551
29.67,1/23/19,36,1,152544,291532
4.09,1/8/19,6.4,1,143516,110
1.21,1/8/19,2.1,2,143516,117
0.92,1/8/19,1.6,1,143516,246
13.2,1/8/19,16.5,1,143516,302
13.64,1/8/19,23.4,1,143516,393
2.25,1/8/19,2.9,2.5,143516,474
4.74,1/8/19,7.7,1,143516,524
14.96,1/8/19,23.5,1,143516,619
2.05,1/8/19,3.7,1,143516,885
24.54,1/23/19,28.71,1,152544,291900
23.81,1/23/19,27,6,152544,292210
9.52,1/8/19,17.6,2,145725,314
8.51,1/8/19,12,1,145725,335
23.5,1/8/19,39.8,1,145725,347
12.78,1/8/19,19.2,1,145725,544
0.27,1/8/19,1.5,5,145725,647
12.78,1/8/19,19.2,1,145725,872
17.67,1/23/19,22,2,152545,291054
15.52,1/23/19,20.5,1,152545,291239
5.72,1/8/19,6.5,1,145932,468
45.91,1/23/19,55.65,1,152549,291402
22.91,1/23/19,26.95,1,152549,291432
46.01,1/23/19,54.13,1,152549,291526
17.91,1/8/19,25.5,2,159077,400
12.78,1/8/19,19.2,1,159077,544
22.41,1/23/19,26.37,1,152549,291969
20.7,1/8/19,36.2,1,159077,625
3.68,1/8/19,10.75,1,161262,67
11.45,1/8/19,19.9,1,161262,115
2.89,1/8/19,5.6,1,161262,348
0.66,1/8/19,1.65,6,161262,540
3.34,1/8/19,3.65,4,168408,29
1.57,1/8/19,1.95,15,168408,178
2.08,1/8/19,2.3,12,168408,207
16.6,1/8/19,22.2,1,168408,221
16.19,1/8/19,21,1,168408,328
0.99,1/8/19,1.1,48,168408,410
1.74,1/8/19,2.3,12,168408,551
26.38,1/8/19,30,4,152218,290895
26.41,1/8/19,31.07,1,152218,290940
14.43,1/8/19,17.24,1,152218,291589
16.26,1/8/19,19.83,1,152218,291887
12.25,1/8/19,16.33,1,152218,291922
23.81,1/8/19,29.04,1,152218,292210
26.41,1/8/19,31.07,1,152219,290940
5.21,1/8/19,7.54,1,152219,290981
22.97,1/8/19,36.89,1,152219,291744
17.67,1/8/19,21.5,3,152223,291054
17.71,1/8/19,20,3,152223,291219
14.74,1/8/19,18.9,0.5,152223,291635
21.02,1/8/19,26.5,2,152223,291760
16,1/8/19,18,2,152223,291776
16.15,1/8/19,18,1,152223,292103
19.22,1/8/19,22.85,1,152226,290860
38.9,1/8/19,45.76,1,152226,290926
19,1/8/19,22.5,1,152226,290956
28.12,1/8/19,32.34,2,152226,291102
22.91,1/8/19,26.95,1,152226,291432
19,1/8/19,22.5,1,152226,291552
43.6,1/8/19,46.75,2,152226,291747
25.26,1/8/19,31.58,1,152226,291796
67.87,1/8/19,75.34,2,152226,292131
10.65,1/8/19,21.04,1,152229,291752
23.41,1/8/19,31.85,1,152229,292094
14.69,1/8/19,20,1,152229,292125
14.52,1/8/19,18.6,0.5,152234,290892
17.67,1/8/19,22,1,152234,291054
19.5,1/8/19,24.5,1,152234,291234
41.27,1/8/19,55,1,152234,291258
17.67,1/8/19,23.5,1,152240,291054
15.52,1/8/19,20.5,1,152240,291239
14.52,1/8/19,18.6,0.5,152246,290892
17.67,1/8/19,23.5,2,152246,291054
7,1/8/19,11.5,2,152246,291127
10.15,1/8/19,15.5,1,152246,291522
6.6,1/8/19,8,2,152246,291604
14.74,1/8/19,19.9,0.5,152246,291635
6.6,1/8/19,8,3,152246,291646
9.5,1/8/19,12.75,2,152246,292077
17.04,1/8/19,20.5,1,152251,291519
14.74,1/8/19,17.5,1,152251,291635
21.75,1/8/19,25.23,1,152251,291681
16.26,1/8/19,18,1,152251,291887
25.7,1/8/19,30.07,1,152251,291986
10.4,1/8/19,13.86,2,152255,291251
27.7,1/8/19,32.59,1,152255,292133
8.03,1/8/19,9.06,2,152256,290986
3.09,1/8/19,3.85,8,152256,291197
14.7,1/8/19,18,10,152256,292052
26.38,1/8/19,31.05,1,152258,290895
15,1/8/19,21.7,1,152258,290923
22.46,1/8/19,28.08,2,152258,290930
15.8,1/8/19,28.95,1,152258,291901
19.27,1/8/19,31.02,1,152258,291939
43.86,1/8/19,58.48,1,152258,292015
17.67,1/8/19,23.5,1,152261,291054
33.36,1/8/19,44.48,1,152262,291157
22.5,1/8/19,29,6,152262,291231
24.54,1/8/19,25.77,4,152262,291900
19.27,1/8/19,22,2,152262,291939
25.7,1/8/19,26.99,2,152262,291986
28.89,1/8/19,31.5,1,152262,292084
26.38,1/8/19,27.7,6,152275,290895
14.03,1/8/19,18.22,1,152275,291128
12.25,1/8/19,12.5,2,152275,291922
6.14,1/8/19,7.5,2,152290,290942
17.04,1/8/19,22.5,1,152290,291519
36.95,1/8/19,40,1,152290,291525
24.96,1/8/19,32,1,152290,291624
14.95,1/8/19,19,1,152290,291667
15.97,1/8/19,24.99,1,152290,291919
6.6,1/8/19,8,2,152302,290905
6.5,1/8/19,8,3,152302,291013
18.93,1/8/19,36,1,152302,291133
15.95,1/8/19,20.5,1,152302,291209
15.52,1/8/19,18,2,152302,291239
41.27,1/8/19,55,1,152302,291258
7.68,1/8/19,10.5,1,152302,291264
12.95,1/8/19,17.5,1,152302,291333
19.3,1/8/19,26.35,0.2,152302,291440
10.15,1/8/19,15.5,2,152302,291522
6.6,1/8/19,8,3,152302,291604
6.6,1/8/19,8,3,152302,291646
21.02,1/8/19,25.5,1,152302,291760
9.76,1/8/19,11.95,1,152302,292018
6.6,1/8/19,8,4,152302,292047
9.5,1/8/19,13.3,3,152302,292077
9.76,1/8/19,19.9,1,152302,292136
35,1/8/19,43.75,1,152302,296161
39.09,1/8/19,49.46,1,152305,290835
11.56,1/8/19,19.67,1,152305,291342
21.33,1/8/19,31.7,1,152305,291373
9.19,1/8/19,11.65,1,152305,291950
15.52,1/8/19,20.5,1,152310,291239
21.02,1/8/19,25.5,2,152310,291760
6.6,1/8/19,8,1,152310,292047
19.7,1/8/19,24.65,2,152313,291923
3.09,1/8/19,4.25,1,152317,291197
15.95,1/8/19,19.75,1,152317,291209
27.5,1/8/19,34.5,2,152317,291935
19.28,1/8/19,31.02,0.5,152317,291939
11.02,1/8/19,13,1,152317,291998
11.2,1/8/19,12.78,6,152317,292187
5.51,1/8/19,6.45,1,152318,290967
20.48,1/23/19,25.63,1,152553,291045
2.2,1/23/19,2.75,12,152553,291174
24.3,1/23/19,25.97,2,152553,291226
14.43,1/8/19,17.24,1,152318,291589
4.98,1/8/19,5.84,1,152318,291651
22.41,1/23/19,17.58,1,152553,291749
3.75,1/8/19,8.05,1,152318,292112
1.6,1/8/19,6,3,152318,292373
5.5,1/8/19,6.87,1,152318,292468
12.51,1/23/19,15.5,2,152553,292170
26.41,1/23/19,31.07,2,152556,290940
7,1/8/19,8.75,1,152318,292643
5.21,1/23/19,7.54,1,152556,290981
2.2,1/8/19,2.75,1,152318,296285
21.13,1/23/19,24.86,1,152556,291119
26.41,1/23/19,31.07,2,152556,291290
22.91,1/23/19,26.95,1,152556,291432
6.5,1/8/19,8.12,3,152318,316580
17.74,1/8/19,22.17,1,152318,327164
8.18,1/8/19,10.22,1,152318,327266
6,1/23/19,8,2,152557,291081
0.5,1/8/19,0.65,2,152318,327313
54,1/8/19,54,1,152318,327375
8.71,1/8/19,10.9,1,152318,327389
17.67,1/8/19,23.5,6,152329,291054
16.26,1/8/19,20.5,1,152329,291887
22.46,1/8/19,26.34,1,152334,290930
11.4,1/8/19,14,1,152334,291590
11.2,1/8/19,16.43,2,152334,292187
1.15,1/8/19,1.35,12,152337,291011
5.75,1/8/19,14.45,1,152337,291151
9,1/8/19,10.49,1,152337,291175
8.85,1/8/19,11.8,1,152337,291329
3.45,1/8/19,4.2,4,152337,291417
1.15,1/8/19,1.35,24,152337,291665
15.95,1/8/19,21,1,152340,291209
15.52,1/8/19,20.5,0.5,152340,291239
16.26,1/8/19,19,1,152340,291887
17.67,1/8/19,22,3,152344,291054
23.17,1/8/19,27.95,1,152344,291224
27.9,1/8/19,31,1,152344,291246
16.26,1/8/19,19,1,152344,291887
21.53,1/8/19,28.7,1,152344,292148
15.95,1/8/19,21.35,1,152345,291209
11.66,1/8/19,13.2,1,152345,291702
15.52,1/8/19,19.9,0.5,152345,291953
15.52,1/8/19,21,1,152352,291866
17.04,1/8/19,22.95,1,152356,291519
15.52,1/8/19,19.9,0.5,152356,291953
26.41,1/8/19,31.07,1,152372,290940
5.21,1/8/19,7.54,2,152372,290981
19.36,1/8/19,24.4,1,152372,291508
19.37,1/8/19,24.6,1,152372,291610
14.74,1/8/19,19.5,2,152380,290848
17.67,1/8/19,19.5,6,152380,291054
15.52,1/8/19,17.5,3,152380,291953
21.76,1/8/19,26.5,2,152380,292134
11.4,1/8/19,12.9,2,152381,291590
10.43,1/8/19,13.9,1,152381,291840
22.95,1/8/19,22.14,1,152381,327203
14.51,1/8/19,18.6,2,152384,290892
15.52,1/8/19,20.5,2,152384,291239
12.4,1/8/19,16.9,3,152384,291787
15.52,1/8/19,19.7,12,152384,291953
3.1,1/8/19,3.5,12,152384,292205
39.09,1/8/19,45.5,5,152388,290835
22.41,1/8/19,26.37,1,152390,291437
37.43,1/8/19,44.04,1,152390,291711
22.41,1/8/19,26.37,1,152390,292065
8.03,1/8/19,9.44,5,152392,290986
3.09,1/8/19,3.99,4,152392,291197
19.27,1/8/19,1.59,1,152392,291616
14.74,1/8/19,18.2,1,152392,291635
37.5,1/8/19,44,3,152406,291801
20.48,1/8/19,31.12,1,152410,291369
28,1/8/19,35,3,152410,291461
12,1/8/19,14.25,6,152410,292128
45.91,1/8/19,55,2,152411,291401
22.24,1/8/19,28.5,0.5,152418,292174
19,1/8/19,24,1,152420,290956
26.75,1/8/19,30.76,1,152420,290970
10.47,1/8/19,9.99,1,152420,291036
15.95,1/8/19,19.45,1,152420,291209
19,1/8/19,27.5,1,152420,291552
27.01,1/8/19,33.49,1,152420,291881
16.26,1/8/19,19.5,1,152420,291887
6.84,1/8/19,7.99,1,152420,292078
8.85,1/8/19,11.98,1,152448,291329
17.04,1/8/19,22.7,1,152448,291519
40.56,1/8/19,52,0.16,152448,291588
16,1/8/19,21.3,0.5,152448,291845
39.09,1/8/19,45.5,1,152451,290835
18.88,1/8/19,22.5,1,152451,290887
1.5,1/8/19,2.46,5,152451,291040
63.62,1/8/19,72,1,152452,290885
26.38,1/8/19,29.1,1,152453,290895
38.11,1/8/19,41.2,2,152453,290924
39.28,1/8/19,41.2,2,152453,291090
15.95,1/8/19,18.76,1,152453,291209
10.4,1/8/19,13.86,1,152453,291251
32.56,1/8/19,43.41,1,152453,291421
22.45,1/8/19,27,1,152453,291467
9.44,1/8/19,12.58,1,152453,291855
27.61,1/8/19,33,1,152453,292070
13.2,1/8/19,16.82,2,152453,292106
21.53,1/8/19,25.33,1,152453,292148
31.25,1/8/19,36.76,1,152455,290851
26.41,1/8/19,31.07,1,152455,290940
21.13,1/8/19,24.86,1,152455,291119
31.32,1/8/19,36.76,1,152455,291142
35.88,1/8/19,42.21,1,152455,291274
26.41,1/8/19,31.07,1,152455,291290
41.12,1/8/19,48.4,1,152455,291349
45.91,1/8/19,55,1,152455,291401
21.08,1/8/19,24.8,1,152455,291507
22.97,1/8/19,36.89,1,152455,291744
26.22,1/8/19,34.96,1,152455,291820
26.41,1/8/19,31.07,1,152455,291860
22.19,1/8/19,26.1,1,152455,291872
24.29,1/8/19,28.58,1,152455,291945
17.67,1/8/19,22,1,152456,291054
15.52,1/8/19,20.5,2,152456,291239
8.85,1/8/19,11.5,1,152456,291329
27.5,1/8/19,36,1,152456,291451
21.02,1/8/19,25,2,152456,291760
15.52,1/8/19,19.7,1,152456,291953
39.09,1/8/19,47.42,1,152461,290835
19,1/8/19,26,1,152461,290956
17.67,1/8/19,23.5,1,152461,291054
15.52,1/8/19,20.5,0.5,152461,291239
6.47,1/8/19,10.26,1,152461,291270
8.85,1/8/19,11.5,1,152461,291329
14.74,1/8/19,19.9,0.5,152461,291635
17.67,1/8/19,22,6,152463,291054
24.96,1/8/19,31,3,152463,291624
14.18,1/8/19,16.9,1,152465,291777
27,1/8/19,31,1,152465,291999
138.39,1/8/19,165,0.33,152467,291012
23.41,1/8/19,28.05,1,152476,292094
19.27,2/28/19,23.31,2,152530,291939
23.81,2/28/19,29.95,5,152530,292210
17.91,1/8/19,28.19,0.32,152485,291240
21.06,1/8/19,28,0.16,152485,291837
17.34,1/8/19,27.04,1,152491,290915
10,1/8/19,19,1,152491,291069
16.6,1/8/19,21,3,152491,291193
16.97,1/8/19,20.71,1,152491,291300
23.81,1/8/19,31.95,1,152491,292210
14.95,1/8/19,22.95,1,152498,291667
11.5,1/8/19,16,1,152498,292075
35,1/8/19,43.75,1,152498,296161
20,1/8/19,38,0.75,152504,290949
15.95,1/8/19,21.35,1,152504,291209
15.52,1/8/19,20.5,1,152504,291239
30,1/8/19,39,1,152504,291905
23,1/8/19,28,0.6,152524,292011
7.78,1/8/19,12,2,152524,292157
1.15,1/8/19,1.5,12,152537,291011
14.7,1/8/19,18.35,0.2,152537,291909
6.47,1/8/19,9.01,1,152539,291270
6.76,1/8/19,11,1,152539,291966
6.6,1/8/19,8.59,1,152539,292047
7.76,1/8/19,9.25,1,152539,292226
40.56,1/8/19,52,0.5,152565,291588
26.42,1/8/19,34.68,1,152568,290817
26.38,1/8/19,31.05,1,152568,290895
24.3,1/8/19,32.73,1,152568,291226
11.2,1/8/19,18.77,1,152568,291629
11.2,1/8/19,16,1,152568,292187
20,1/8/19,23,2,152570,291030
22.5,1/8/19,25,3,152570,291231
23.7,1/8/19,27.5,1,152570,291379
22.37,1/8/19,22.6,2,152570,291465
17.67,1/8/19,23.5,2,152573,291054
8.85,1/8/19,11.5,1,152573,291329
14.74,1/8/19,20.5,0.5,152573,291385
10.61,1/8/19,14.6,1,152573,291429
14.66,1/8/19,22,0.5,152573,291748
26.41,1/8/19,31.07,1,152574,290940
21.13,1/8/19,24.86,1,152574,291119
6.39,1/8/19,8,6,152574,291788
11.2,1/8/19,16,2,152574,292187
43,1/8/19,48,2,152576,292007
17.67,1/8/19,23.5,1,152577,291054
16,1/8/19,19,1,152577,291776
43,1/8/19,46.83,2,152578,290835
71.68,1/8/19,80.32,1,152578,290836
9.15,1/8/19,10.89,2,152578,290866
37.5,1/8/19,44,1,152578,291801
1.55,1/8/19,10,2,152578,292111
39.09,1/8/19,47.12,1,152579,290835
12.68,1/8/19,14.6,1,152579,290933
16.97,1/8/19,25.49,3,152579,291300
18.8,1/8/19,23.8,3,152579,291405
3.45,1/8/19,4.2,3,152579,291417
24.96,1/8/19,32,1,152579,291624
35,1/8/19,52.33,0.06,152579,291685
12.25,1/8/19,16.33,1,152579,291922
13.2,1/8/19,16.22,1,152579,292106
43.61,1/8/19,57,0.33,152580,291747
11.69,1/8/19,15.59,1,152580,291997
27,1/8/19,31,2,152580,291999
25.16,1/8/19,31.45,1,152580,327222
38.11,1/8/19,43,1,152600,290924
39.28,1/8/19,46.21,1,152600,291090
28,1/8/19,33.26,1,152600,291461
9,1/8/19,11.38,2,152611,291175
21,1/8/19,26.54,1,152611,291680
75.05,1/8/19,95,4,152614,291512
26.95,1/8/19,31.78,3,152619,290877
10.47,1/8/19,13,4,152619,291036
15.52,1/8/19,19.95,2,152619,291239
17.04,1/8/19,22.95,2,152619,291519
64.5,1/8/19,97.65,1,152619,291559
27.98,1/8/19,28.96,2,152619,291719
43.6,1/8/19,49.55,1,152619,291747
17.4,1/8/19,23.4,1,152619,291877
43,1/8/19,53.75,3,152619,292007
17.24,1/8/19,23.52,1,152619,292025
67.87,1/8/19,78.05,1,152619,292131
23.81,1/8/19,31.95,1,152619,292210
26.38,1/8/19,32.57,1,152632,290895
24.3,1/8/19,25.55,1,152632,291226
6.4,1/8/19,8,5,152632,291489
43.51,1/8/19,67.5,1,152632,291798
24.54,1/8/19,32.72,1,152632,291900
9.19,1/8/19,11.65,1,152632,291950
20,1/8/19,23.5,1,152632,292207
17.78,1/8/19,22.2,4,152632,292234
13.5,1/8/19,15.5,3,152633,291004
2.26,1/8/19,3,3,152633,292224
6.6,1/8/19,8,1,152638,290905
24.5,1/8/19,39,1,152638,290946
9,1/8/19,12.3,2,152638,291175
15.95,1/8/19,21.35,1,152638,291209
41.27,1/8/19,50,1,152638,291258
15.8,1/8/19,23.33,1,152638,291295
16.26,1/8/19,20.5,1,152638,291887
6.6,1/8/19,8,1,152638,292047
35,1/8/19,43.75,1,152638,296161
38.5,1/8/19,48.5,1,152639,291186
6.67,1/8/19,9.5,1,152639,291303
15.31,1/8/19,20.41,1,152650,291099
3.09,1/8/19,4.95,3,152650,291197
8.51,1/8/19,14.5,2,152650,291400
3.45,1/8/19,4.8,5,152650,291417
43.6,1/8/19,50.7,1,152650,291747
23.41,1/8/19,31.85,1,152650,292094
15.94,1/8/19,19.6,2,152654,291328
39.09,1/8/19,45.5,6,152656,290835
18.88,1/8/19,20.75,5,152656,290887
19,1/8/19,30,2,152656,290956
39.09,1/8/19,43,1,152657,290835
6.42,1/8/19,7.15,1,152657,290958
6.47,1/8/19,7.62,1,152657,291270
6.45,1/8/19,7.75,1,152657,291632
8.07,1/8/19,10.47,2,152657,291959
13.3,1/8/19,13.5,10,152657,292121
39.1,1/8/19,47,0.5,152661,290835
10,1/8/19,17.4,1,152661,290870
22.5,1/8/19,30,2,152661,291231
20.48,1/8/19,24.34,1,152666,291045
22.5,1/8/19,30,2,152666,291231
10.95,1/8/19,12.5,2,152666,291243
16.97,1/8/19,21.42,1,152666,291300
6.45,1/8/19,7.95,1,152666,291632
19.36,1/8/19,24.4,1,152672,291508
11.24,1/8/19,16.8,1,152677,290950
10.4,1/8/19,14.99,1,152677,291836
14.7,1/8/19,18.4,0.1,152677,291909
26.41,1/8/19,31.07,1,152698,290940
26.41,1/8/19,31.07,1,152698,291290
26.52,1/8/19,31.2,1,152698,291494
26.41,1/8/19,31.07,1,152698,291860
2.93,1/8/19,3.66,1,152709,291497
14.79,1/8/19,19.72,1,152709,291603
9.39,1/8/19,12.52,1,152709,327281
11.53,1/8/19,15.37,1,152709,327371
17.67,1/8/19,23.5,1,152712,291054
21.76,1/8/19,27.9,0.5,152712,292134
17.67,1/8/19,23.5,6,152713,291054
8.85,1/8/19,8.5,2,152713,291329
35,1/8/19,52.35,0.2,152713,291685
11.66,1/8/19,12.75,1,152713,291702
16.22,1/8/19,21.3,1,152713,291780
16.26,1/8/19,18,1,152713,291887
7.76,1/8/19,7.85,1,152713,292226
27,1/8/19,25.7,30,152719,291822
15.52,1/8/19,20.5,0.5,169586,291239
41.28,1/8/19,55.2,0.5,169586,291258
21.02,1/8/19,27,1,169586,291760
15.52,1/8/19,19.7,1,169586,291953
4.83,1/23/19,6.44,2,152557,291083
6.23,1/23/19,8.3,1,152557,291297
26.41,1/23/19,31.07,1,152567,290940
21.13,1/23/19,24.86,1,152567,291119
26.41,1/23/19,31.07,1,152567,291290
45.91,1/23/19,55,1,152567,291401
16.34,1/23/19,19.03,1,152575,290824
3,1/23/19,3.75,6,152575,290828
26.38,1/23/19,30,1,152575,290895
15,1/23/19,17.5,3,152575,290923
26.75,1/23/19,33.17,1,152575,290970
10.47,1/23/19,11.37,3,152575,291036
7.85,1/23/19,8.75,1,152575,291088
19.29,1/23/19,21.5,3,152575,291129
9,1/23/19,10.83,3,152575,291175
13.54,1/23/19,17.5,1,152575,291229
15.52,1/23/19,17.5,1,152575,291239
6.78,1/23/19,10.26,2,152575,291270
9.96,1/23/19,12.34,2,152575,291715
43.6,1/23/19,47.95,1,152575,291747
43.52,1/23/19,67.52,0.25,152575,291798
27.01,1/23/19,35.11,1,152575,291881
19.27,1/23/19,31.02,2,152575,291939
26.51,1/23/19,33.34,2,152575,292107
7.15,1/23/19,11.75,2,152575,292168
6.42,1/23/19,13.5,1,152580,290958
19.27,1/23/19,24,1,152580,291616
8.32,1/23/19,9.5,5,152580,291672
8.85,1/23/19,11.5,1,152604,291329
42.19,1/23/19,61.98,2.5,152613,290835
14.74,1/23/19,18,1,152613,290848
11.8,1/23/19,14.75,1,152613,290849
1.8,1/23/19,2.99,6,152613,290864
25.01,1/23/19,48.95,1,152613,290874
18.55,1/23/19,22.5,2.6,152613,290887
3.5,1/23/19,4.99,2,152613,290891
26.38,1/23/19,36,3,152613,290895
8.53,1/23/19,13,2,152613,290929
6.14,1/23/19,7.36,1,152613,290942
24.5,1/23/19,79.8,1,152613,290946
6.42,1/23/19,13.87,1,152613,290958
2.85,1/23/19,4.35,18,152613,290962
26.75,1/23/19,36,2,152613,290970
36.54,1/23/19,45.67,1,152613,290977
3,1/23/19,3.99,10,152613,290987
7.07,1/23/19,11.75,1,152613,291003
2.92,1/23/19,6.99,14,152613,291007
1.15,1/23/19,1.7,18,152613,291011
10.47,1/23/19,13,2,152613,291036
20.48,1/23/19,27.96,1,152613,291045
7.58,1/23/19,11.86,1,152613,291077
11.3,1/23/19,17.5,1,152613,291085
1.5,1/23/19,2,25,152613,291103
19.29,1/23/19,28,3,152613,291129
71.02,1/23/19,109.76,0.5,152613,291143
24.03,1/23/19,44.75,1,152613,291149
9,1/23/19,14,2,152613,291175
22.4,1/23/19,32,1,152613,291184
15.95,1/23/19,21.35,2,152613,291209
22.5,1/23/19,39.95,1,152613,291231
6.78,1/23/19,11.87,3,152613,291270
11.14,1/23/19,16,1,152613,291294
26,1/23/19,42.25,1,152613,291296
16.97,1/23/19,33.66,2,152613,291300
23,1/23/19,40,1,152613,291310
11.75,1/23/19,15.96,1,152613,291321
28.89,1/23/19,45,1,152613,291358
23.7,1/23/19,41.88,1,152613,291379
14.2,1/23/19,18.2,0.5,152613,291382
10,1/23/19,17.5,1,152613,291406
3.45,1/23/19,4.99,17,152613,291417
32.56,1/23/19,43.41,1,152613,291421
22.37,1/23/19,33.6,1,152613,291465
1.8,1/23/19,2.99,3,152613,291578
23,1/23/19,35.96,1,152613,291596
5.93,1/23/19,8.8,1,152613,291597
6.45,1/23/19,11.97,1.33,152613,291632
9.94,1/23/19,15.12,2,152613,291636
20.49,1/23/19,27.96,1,152613,291654
23,1/23/19,35.96,1,152613,291663
11.29,1/23/19,17.5,1,152613,291664
1.16,1/23/19,1.7,36,152613,291665
3.2,1/23/19,6.99,10,152613,291689
11.06,1/23/19,15.96,1,152613,291710
9.96,1/23/19,17.5,1,152613,291715
68,1/23/19,119.9,1,152613,291732
43.6,1/23/19,57,4,152613,291747
8.57,1/23/19,11.96,1,152613,291778
6.41,1/23/19,7.99,6,152613,291788
11.8,1/23/19,12.99,4,152613,291793
5.64,1/23/19,8.8,1,152613,291800
2.63,1/23/19,2.86,2,152613,291819
10.4,1/23/19,18.5,1,152613,291836
9.44,1/23/19,15,1,152613,291855
27.01,1/23/19,36,1,152613,291881
24.54,1/23/19,35.88,1,152613,291900
30,1/23/19,39,1,152613,291905
12.25,1/23/19,22,1,152613,291922
19.27,1/23/19,30,2,152613,291939
0.75,1/23/19,1,12,152613,291963
2.46,1/23/19,3.49,6,152613,291976
4.2,1/23/19,4.92,2,152613,291979
25.7,1/23/19,38.16,1,152613,291986
8,1/23/19,11.49,12,152613,292034
7.04,1/23/19,8.8,1,152613,292035
51.36,1/23/19,89.9,0.5,152613,292046
20.8,1/23/19,29.13,0.8,152613,292067
6.84,1/23/19,10,2,152613,292078
24,1/23/19,35,1,152613,292102
13.2,1/23/19,22,3,152613,292106
14,1/23/19,15,1,152613,292116
21.53,1/23/19,29.94,1,152613,292148
7.78,1/23/19,11.96,8,152613,292157
18.36,1/23/19,22.95,1,152613,292166
7.15,1/23/19,13.5,2,152613,292168
3,1/23/19,4,40,152613,292217
22.5,1/23/19,39.95,1,152613,292220
1.82,1/23/19,2.27,6,152613,292221
1.25,1/23/19,2,14,152613,299581
0.83,1/23/19,1,36,152613,299597
0.6,1/23/19,1,40,152613,299605
0.65,1/23/19,1,12,152613,343741
0.58,1/23/19,1,36,152613,343747
0.65,1/23/19,1,24,152613,343760
1.2,1/23/19,1.5,40,152613,343786
0.6,1/23/19,2.5,120,152613,343802
2.4,1/23/19,3.2,1,152613,343832
1.1,1/23/19,3,60,152613,343869
1,1/23/19,2,240,152613,343877
0.5,1/23/19,2,63,152613,343895
1,1/23/19,1.5,24,152613,343896
19.97,1/23/19,24.96,4,152613,343899
0.65,1/23/19,1,12,152613,343943
0.75,1/23/19,4.5,18,152613,343954
0.6,1/23/19,3.5,120,152613,343969
0.6,1/23/19,4.5,60,152613,343981
1,1/23/19,4.5,60,152613,343992
0.65,1/23/19,1,24,152613,343993
1.1,1/23/19,1.75,24,152613,343996
1.2,1/23/19,1.5,20,152613,344011
3.66,1/23/19,6.5,1,152622,291515
1.16,1/23/19,1.7,3,152622,291665
6.66,1/23/19,9.99,1,152622,291948
11.4,1/23/19,15.2,1,152622,291981
26.42,1/23/19,32.68,2,152629,290817
22.46,1/23/19,28.08,1,152629,290930
19,1/23/19,30,1,152629,290956
12.5,1/23/19,18,1,152629,291062
28.12,1/23/19,35.15,2,152629,291102
22.4,1/23/19,32,1,152629,291184
28.89,1/23/19,34,1,152629,291358
48.88,1/23/19,71.18,1,152629,291852
11.81,1/23/19,14.58,1,152629,292051
26.53,1/23/19,33.34,6,152629,292107
13.3,1/23/19,13.5,15,152629,292121
67.87,1/23/19,90.49,1,152629,292131
26.41,1/23/19,31.07,1,152635,291290
22.41,1/23/19,26.37,1,152635,291323
41.12,1/23/19,48.4,1,152635,291349
32.56,1/23/19,35,1,152635,291448
46.01,1/23/19,54.13,1,152635,291526
33.65,1/23/19,39.59,1,152635,291915
22.41,1/23/19,26.37,1,152635,292074
26.41,1/23/19,31.07,1,152637,290940
21.21,1/23/19,24.95,1,152637,291015
21.13,1/23/19,24.86,1,152637,291119
26.41,1/23/19,31.07,1,152637,291290
22.91,1/23/19,26.95,1,152637,291432
21.08,1/23/19,24.8,1,152637,291507
19.74,1/23/19,23.22,1,152637,291524
46.01,1/23/19,54.13,1,152637,291526
33.45,1/23/19,39.36,1,152637,291536
32.11,1/23/19,37.78,1,152637,291977
22.41,1/23/19,26.37,1,152637,292074
9,1/23/19,12.6,2,152638,291175
17.71,1/23/19,22.5,3,152638,291219
15.52,1/23/19,19,5,152638,291239
17.91,1/23/19,27,1,152638,291768
2.92,1/23/19,5,1,152639,291007
17.67,1/23/19,23.5,1,152639,291054
17.71,1/23/19,22.5,1,152639,291219
41.27,1/23/19,50,1,152639,291258
16.15,1/23/19,20.5,1,152639,292103
