last_delivered,period,outlier,month_value,price,active,customer_id,product_id
2018-12-14,14,17,36.76,36.76,t,152287,291142
2018-12-10,75,90,5.05,5.05,t,337,59
2019-02-14,48,89,38.4,6.4,t,211,106
2019-02-05,365,366,0,36.76,t,152390,291142
2019-02-14,58,70,7,2.8,t,211,175
2018-12-14,365,366,55,55,t,152287,291401
2018-12-10,365,366,0,14.95,t,338,483
2019-03-02,37,45,6.8,6.8,t,296,524
2018-12-10,19,23,15.5,12.5,t,340,54
2019-02-05,365,366,0,54.13,t,152390,291526
2018-12-10,365,366,0,0,t,340,518
2019-02-14,36,47,33.99,33.99,t,301,384
2018-12-10,365,366,0,27,t,340,84637
2018-12-18,70,84,12.6,3.15,t,211,140
2019-02-26,22,33,10.8,3.05,t,338,284
2019-01-30,39,67,25.8,25.8,t,340,619
2019-02-27,28,35,11.18,7.45,t,1301,425
2019-03-02,8,14,55.2,6.9,t,298,26
2019-02-27,42,74,11.9,5.95,t,2503,7098
2018-12-28,24,29,0,35.7,t,285,369
2019-01-30,51,62,4.75,4.75,t,68834,225
2019-01-30,365,366,0,17.2,t,68834,335
2019-02-08,35,43,15.5,15.5,t,338,335
2019-02-08,30,50,8.67,6.5,t,338,650
2019-01-30,365,366,0,6.1,t,68834,397
2018-12-27,365,366,31.2,31.2,t,152287,291494
2018-12-28,365,366,47,47,t,152447,290835
2019-02-20,69,83,21.8,10,t,1530,11
2018-12-28,365,366,46.6,23.3,t,152447,290887
2019-02-14,13,24,61.03,12.49,t,341,28
2019-02-04,32,49,5.61,5.61,t,152398,291643
2019-03-02,7,10,152.91,16.99,t,301,564
2019-01-28,365,366,0,3.75,t,98861,4679
2019-01-28,365,366,0,10.1,t,101116,21
2019-01-28,365,366,0,10.5,t,101116,412
2019-02-25,14,34,87,58,t,328,145
2019-02-26,25,47,105,1.75,t,2711,12
2019-02-23,7,18,64.09,33.73,t,152398,291094
2019-01-03,13,21,52.05,17.35,t,333,61
2019-02-09,36,43,20.5,20.5,t,152398,291209
2019-01-23,365,366,0,17.5,t,296,327768
2019-02-26,33,49,48,3.2,t,2711,178
2019-01-23,365,366,0,3.3,t,298,301
2019-02-19,15,39,29.85,19.9,t,211,115
2019-01-23,365,366,0,3.85,t,298,350
2019-01-02,365,366,0,0,t,159077,518
2019-02-26,365,366,0,2.6,t,2711,551
2019-02-26,70,84,28,14,t,2711,615
2019-02-26,23,26,30,2.5,t,2711,2073
2019-02-19,35,46,41.5,20.75,t,211,213
2019-02-19,63,105,78,6.5,t,211,225
2019-03-01,31,58,11.5,5.75,t,68834,325
2018-12-29,15,21,0,26.5,t,116,511
2019-02-26,15,26,87.5,12.5,t,156,139
2019-02-11,8,19,19.92,2.45,t,39,299
2018-12-08,365,366,0,16.6,t,180,2406
2019-01-29,53,64,6.8,7,t,122,198
2018-12-28,21,26,0,10.5,f,188,2573
2019-02-25,30,47,38.5,3.5,t,184,402
2019-02-27,15,17,68.4,1.9,t,13,12
2018-12-31,6,12,392.85,15,f,132,1144
2018-12-13,5,10,0,4.99,t,160,250
2019-02-21,36,38,21.5,21.5,t,152294,290956
2019-02-23,16,32,46.35,5.15,t,18,240
2019-03-01,7,12,50.15,8.85,t,152398,292078
2019-02-28,365,366,11.8,11.8,t,160,282
2019-01-18,42,51,25.49,25.49,t,152294,290974
2019-02-23,15,24,97.04,4.9,t,184,68
2019-02-22,77,93,13,5.2,t,133,651
2018-12-12,25,30,10.35,10.35,t,2651,330
2018-12-29,52,63,8,8,t,298,596
2019-02-28,42,72,9.33,7,t,341,592
2019-02-25,26,32,7,7,t,68834,650
2019-01-16,41,50,5.7,5.7,t,139,72
2018-12-10,365,366,0,4.41,t,152,454
2019-02-14,57,103,11.7,7.8,t,180,142
2019-03-01,13,17,46.2,15.4,t,152400,291922
2019-03-01,4,10,70,5,t,152401,290962
2019-02-01,30,36,17.98,8.99,t,56,4425
2019-01-30,365,366,0,29.25,t,1301,563
2019-01-24,41,54,8.5,4.25,t,301,640
2019-01-30,54,79,8.4,8.4,t,68834,420
2019-02-21,37,58,50.4,12.6,t,1656,55
2019-01-30,365,366,0,7,t,68834,580
2019-02-21,21,28,46.3,23.15,t,1656,83
2019-02-05,60,99,13.49,8.99,t,122,2226
2019-02-13,365,366,0,36.76,t,152399,291142
2019-02-13,54,84,12.3,6.2,t,198,198
2019-02-26,32,49,332.5,66.5,t,2711,2478
2019-02-27,30,50,21.99,7.15,t,298,257
2019-02-27,21,32,24.6,16.4,t,298,475
2019-02-20,51,62,31.02,31.02,t,152447,291939
2019-02-27,365,366,0,14.5,t,2781,111
2019-02-19,37,54,30,30,t,56,526
2019-02-26,68,82,47.4,47.4,t,2913,469
2019-02-26,365,366,0,18.1,t,3202,417
2019-01-23,365,366,0,19.6,t,302,236
2019-02-20,365,366,0,1.95,t,1722,624
2018-12-20,14,24,17,17,t,341,2230
2019-01-02,365,366,0,23.4,t,27,54
2019-01-02,365,366,0,18,t,27,584
2019-01-03,365,366,0,10.2,t,6,2573
2019-01-03,365,366,0,4.2,t,11,2016
2019-02-13,19,22,48.4,24.2,t,152399,292027
2019-01-23,365,366,0,16.6,t,302,501
2018-12-28,365,366,0,25.9,t,303,987
2019-01-03,365,366,0,3.4,t,57,175
2019-02-23,12,26,110.26,30.07,t,152251,291986
2019-03-01,8,13,73.5,3.5,t,68,284
2019-02-23,12,26,84.88,10.61,t,152251,291987
2019-02-23,38,56,48,24,t,61,194
2019-01-24,6,10,0,2.8,t,303,181
2019-02-26,56,88,17.8,17.8,t,211,319
2019-02-16,28,36,24.56,6.55,t,66,133
2019-02-28,56,68,7,7,t,57,228
2018-12-20,365,366,0,7.9,t,159552,476
2018-12-20,365,366,0,30,t,159552,1192
2019-02-01,35,42,18.45,18.45,t,303,1390
2018-12-20,365,366,0,14.7,t,159690,376
2018-12-20,365,366,0,27,t,159751,881
2019-02-28,8,13,157.5,22.5,t,66,619
2019-02-23,40,69,20.25,4.5,t,159077,88
2019-01-29,42,54,16,3.2,t,211,293
2019-03-02,15,29,10.05,3.35,t,350,62
2019-02-14,43,71,7.23,7.23,t,152407,291082
2019-02-21,40,69,23.1,15.4,t,1753,54
2019-02-23,22,53,11.4,5.7,t,159077,110
2018-12-10,365,366,0,6.75,t,356,4457
2018-12-10,13,16,17.99,17.99,t,357,146
2018-12-18,35,42,10.6,5.3,t,211,440
2019-02-12,11,28,97,19.4,t,211,431
2019-02-22,15,19,56.49,9.99,t,312,28
2018-12-10,13,16,25.7,25.7,t,357,2173
2019-02-23,9,15,487.5,22.5,t,152251,291939
2019-02-14,21,34,39,13,t,57,335
2019-02-26,53,91,138,5.75,t,211,325
2019-02-23,31,53,31.36,23.52,t,152251,292025
2019-02-23,11,23,80.67,11,t,152251,292077
2018-12-10,365,366,0,2.7,t,358,639
2019-02-26,9,16,31.5,7,t,211,330
2019-02-26,7,10,6,2,t,211,350
2019-01-30,365,366,0,6.5,t,68834,717
2019-01-30,365,366,0,14,t,68834,742
2018-12-31,16,20,67.36,40.58,t,152251,292084
2019-01-22,33,40,4.8,4.8,t,159077,537
2019-02-26,45,81,63,31.5,t,211,356
2019-02-26,8,12,56.88,3.5,t,211,390
2019-01-22,33,40,62,15.5,t,159552,845
2019-02-22,72,87,34.13,35,t,152251,292102
2019-01-30,365,366,0,7.4,t,68834,2864
2019-02-28,6,11,195.75,13.5,t,152407,292196
2019-02-26,8,15,35,7,t,211,414
2019-02-26,7,39,69.65,69.65,t,211,465
2019-02-20,7,12,120,40,t,152407,351654
2018-12-21,365,366,0,4.1,t,159077,348
2019-02-26,18,34,45.44,17.04,t,152410,292187
2018-12-21,365,366,0,8.13,t,160500,669
2018-12-21,365,366,0,10,t,160500,124711
2019-02-20,36,59,23.6,6.25,t,2001,250
2019-02-26,33,46,29.25,19.5,t,211,486
2019-02-20,28,35,125.91,13.99,t,2329,139
2019-01-23,365,366,0,66.5,t,307,1687
2019-02-20,365,366,0,8.1,t,2353,4576
2019-02-26,70,84,42.99,42.99,t,211,554
2019-01-02,365,366,0,15.85,t,61,548
2019-01-02,365,366,0,0,t,69,518
2019-01-03,19,23,7.3,3.65,t,57,402
2019-01-15,365,366,11.65,11.65,t,152447,291950
2019-01-28,49,59,9.45,9.45,t,357,764
2019-02-09,36,44,12.45,12.45,t,152251,291957
2019-01-28,365,366,0,22.85,t,129999,559
2019-02-07,365,366,0,14.95,t,152412,291120
2019-01-09,365,366,48.4,48.4,t,152295,291349
2019-01-22,43,52,12,4,t,410,65
2019-02-21,41,75,37.5,25,t,410,400
2019-01-22,43,52,10.5,1.75,t,410,423
2019-02-05,10,13,67.67,10.1,t,140373,28
2019-02-27,365,366,0,13.95,t,3444,213
2019-02-21,16,20,0,1.75,t,2370,350
2018-12-10,74,89,13.5,13.5,t,410,237
2018-12-10,10,12,17.5,35,t,410,242
2018-12-10,21,25,67.2,33.6,t,410,337
2018-12-10,365,366,0,16,t,410,421
2018-12-10,33,43,8.6,4.3,t,410,551
2018-12-10,33,53,21.23,14.15,t,410,556
2018-12-10,74,89,11.3,11.3,t,410,590
2018-12-10,365,366,0,21,t,410,932
2018-12-10,365,366,0,8.65,t,410,1652
2019-02-25,27,56,97.2,5.4,t,313,673
2019-02-21,30,49,45.5,6.5,t,2370,565
2019-02-27,365,366,0,8.25,t,3444,425
2019-03-01,13,20,61.7,12.34,t,1648,556
2019-02-27,31,54,9.5,9.5,t,3444,569
2019-02-27,56,83,55.14,36.76,t,152295,291142
2019-02-26,365,366,24.75,24.75,t,152302,291785
2019-02-27,365,366,26.37,26.37,t,152342,291926
2019-02-22,14,22,31.41,5.93,t,152435,291082
2019-02-21,17,25,112.1,11.8,t,2370,683
2019-02-25,29,31,4.1,4.1,t,1753,198
2019-03-01,23,43,58,21.75,t,1648,901
2019-02-27,12,15,0,18.95,t,3444,599
2019-02-27,70,84,18.7,18.7,t,3920,575
2019-02-21,365,366,0,4.5,t,2370,829
2019-03-01,25,35,5.83,1.75,t,2370,609
2019-03-02,35,90,25,12.5,t,3920,615
2018-12-10,365,366,0,16.2,t,470,96
2018-12-10,365,366,0,12.45,t,470,670
2019-03-01,18,25,64,24,t,152435,291184
2019-01-29,45,71,0,0,t,1722,151
2019-01-28,49,59,12.5,12.5,t,410,587
2019-02-15,22,45,45,18,t,312,475
2019-02-26,78,94,2.4,2.4,t,410,519
2019-02-01,53,64,8.75,8.75,t,410,137130
2019-01-31,365,366,22.65,22.65,t,72986,564
2019-02-21,365,366,0,7.6,t,2446,199087
2019-02-21,20,27,15.67,3.1,t,2503,562
2019-02-26,42,51,20,5,t,3591,308
2019-02-26,365,366,0,5.75,t,3591,580
2019-02-21,26,33,25.5,17,t,2503,674
2019-02-21,32,43,21.89,11,t,2503,1038
2019-02-21,30,45,32.85,21.9,t,2503,3434
2019-02-21,31,46,23.52,9.8,t,2651,28
2019-02-26,365,366,0,2.8,t,3645,498
2019-02-05,28,46,6.88,30.19,t,152448,291240
2019-02-13,365,366,0,27,t,152344,292174
2019-02-20,42,51,36.76,36.76,t,152296,290851
2018-12-27,18,24,6,6,t,212,78
2019-02-14,25,45,9,6,t,30,537
2019-03-01,11,23,40,20,t,30,247
2019-02-14,365,366,0,9.95,t,57,11180
2019-03-01,13,21,47.5,9.5,t,36,494
2019-02-19,63,76,32.6,32.6,t,211,652
2018-12-10,365,366,0,6.11,t,520,69
2019-02-01,365,366,0,24,t,152251,292207
2018-12-27,63,98,73.5,73.5,t,522,804
2019-02-19,63,105,26.1,8.7,t,211,656
2018-12-29,365,366,0,15.45,t,478,115
2019-01-19,28,34,15.7,15.7,t,57,33
2018-12-10,365,366,0,6.05,t,520,583
2018-12-22,32,39,9.9,4.95,t,18,29
2019-02-27,14,28,103.57,31.07,t,152296,290940
2019-02-05,66,80,17.97,17.97,t,152251,292179
2018-12-29,365,366,0,10.2,t,478,587
2019-03-01,8,15,32.4,8.1,t,84,684
2018-12-22,365,366,0,4.95,t,18,532
2018-12-10,365,366,0,172,t,521,644
2018-12-10,365,366,0,15.5,t,522,157
2019-01-29,38,67,204.5,15.5,t,211,845
2019-02-04,33,40,4.2,2.1,t,84,2070
2018-12-29,365,366,0,11,t,478,137130
2018-12-10,365,366,0,7.5,t,522,358
2019-02-27,365,366,9.85,9.85,t,152344,292226
2018-12-10,30,52,73.7,11.2,t,522,802
2018-12-22,365,366,0,20,t,30,309730
2019-03-01,7,13,89.33,33.5,t,152438,290895
2018-12-18,23,32,32.4,2.7,t,211,626
2019-03-02,10,19,70.67,13.25,t,93,520
2018-12-22,4,11,0,3.4,t,29,299
2019-02-27,8,14,33.5,6.7,t,93,583
2018-12-18,365,366,0,19.99,t,211,4456
2019-02-28,7,15,321.1,16.9,t,82,472
2018-12-10,13,25,69.2,17.3,t,534,1945
2018-12-10,20,38,59.2,14.8,t,534,2197
2019-02-26,56,89,17.65,17.65,t,3947,475
2019-03-01,11,28,324.8,2.1,t,211,2145
2018-12-18,14,17,0,30.15,t,211,16076
2018-12-18,12,15,0,16.2,t,211,256422
2018-12-18,19,23,37.85,37.85,t,152251,292211
2019-02-22,56,81,36,6.15,t,97562,99
2019-02-26,35,42,18.95,18.95,t,3949,150
2019-01-29,23,42,66,13.2,t,478,608
2019-02-26,365,366,0,28,t,4127,619
2019-02-08,365,366,0,45.71,t,152438,290931
2019-01-23,1,11,0,3.25,t,327,132
2019-03-02,8,11,10.4,2.4,t,328,350
2019-02-20,43,54,7.85,3.14,t,520,284
2019-01-08,15,31,72,14.4,t,534,2972
2019-01-11,42,75,7.8,2.6,t,78,609
2019-02-20,33,82,60.8,6.4,t,549,88
2019-02-26,11,14,0,1.32,t,4367,246
2019-01-23,365,366,26.37,26.37,t,152295,291926
2019-02-26,60,72,77.65,15.75,t,4585,28
2019-02-26,365,366,0,11.2,t,5210,187
2019-02-26,365,366,0,10.65,t,5210,282
2019-01-02,365,366,0,5.6,t,93,606
2019-02-19,27,47,52.7,26.35,t,327,661
2019-01-23,1,11,0,15.6,t,327,615
2019-01-23,24,30,25.8,17.2,t,328,168
2019-01-03,17,26,245,105,t,82,521
2019-01-28,14,28,21.4,5.35,t,520,29
2019-02-13,13,19,14,7,t,72986,650
2019-02-14,14,17,15.82,15.82,t,152437,291285
2019-02-21,14,17,0,3.2,t,2651,178
2019-02-18,16,28,16.65,3.7,t,71,640
2018-12-10,365,366,0,25.7,t,549,2173
2019-02-27,56,83,55.14,36.76,t,152296,291142
2019-02-25,11,20,40.14,6.69,t,159077,406
2019-02-14,63,76,24.8,24.8,t,152446,291507
2019-01-25,46,56,9.5,9.5,t,554,240
2019-02-11,22,42,35.93,5.25,t,549,284
2019-03-02,7,14,100,15,t,84,42
2018-12-10,365,366,0,10.9,t,554,11
2018-12-10,365,366,0,6.4,t,554,59
2018-12-10,365,366,0,10.1,t,554,306
2019-02-11,63,76,13.98,6.99,t,549,673
2019-03-01,21,41,6.17,3.7,t,86,602
2019-03-01,21,41,12.35,8.65,t,86,2394
2018-12-28,50,60,10.4,5.2,t,538,650
2019-01-03,72,87,26.5,26.5,t,115,366
2019-02-27,365,366,14.5,14.5,t,152350,292128
2019-01-03,28,40,19.6,8.4,t,115,683
2019-02-23,14,19,50.4,8.5,t,84,541
2018-12-21,73,88,22.8,11.4,t,86,307
2019-02-20,28,34,0,0,t,132,518
2019-01-24,365,366,0,3,t,329,419
2019-01-02,365,366,65.88,65.88,t,152296,290998
2019-01-24,365,366,0,7,t,329,580
2019-01-24,56,68,22.91,13.8,t,329,670
2019-02-23,51,69,23,23,t,115,400
2019-02-23,52,63,46.5,6.2,t,128,1288
2019-02-11,46,68,27,18,t,554,435
2019-02-20,17,34,23.5,4.7,t,330,885
2019-02-26,12,19,41.25,16.5,t,5210,575
2019-02-26,20,33,93.21,31.07,t,152446,291860
2019-02-16,44,53,6.3,6.3,t,119,580
2019-02-20,29,38,21,14,t,549,77
2019-02-22,30,38,16.8,8.4,t,330,362
2019-01-30,365,366,0,3.2,t,97562,248
2019-02-26,29,50,79.18,39.59,t,152446,291915
2019-01-30,20,38,115.85,15.7,t,97562,288
2018-12-10,365,366,0,6.5,t,649,13
2019-01-30,365,366,0,4.8,t,97562,1006
2019-01-30,365,366,0,17.25,t,97562,1589
2019-03-01,56,97,19.2,9.6,t,135,171
2019-02-12,40,55,23.22,23.22,t,152446,291524
2019-02-25,6,12,89.63,11.95,t,84,442
2019-02-26,365,366,0,14.4,t,5210,590
2019-02-26,50,75,8.7,8.7,t,5210,685
2019-02-28,24,35,144.01,13.65,t,329,448
2019-02-22,22,30,309.4,23.8,t,612,599
2019-01-28,365,366,0,24,t,143516,1422
2019-02-26,29,35,255,70,t,5756,699
2019-02-28,7,10,23.5,4.7,t,2691,284
2019-02-26,9,14,80.85,2.95,t,5891,914
2019-02-21,14,20,91.8,15.3,t,554,1050
2019-02-20,72,87,48.3,24.15,t,549,585
2019-01-02,365,366,0,69.5,t,135,465
2019-01-02,365,366,0,18.6,t,135,585
2019-01-02,365,366,0,4.95,t,135,617
2019-02-20,23,26,21.33,16,t,152447,290875
2019-02-05,47,77,54.13,54.13,t,152446,291526
2019-01-23,365,366,0,27.8,t,330,589
2019-01-30,365,366,36.76,36.76,t,152685,290851
2019-02-12,365,366,0,8.5,t,603,85
2019-01-29,1,11,0,0,t,143516,518
2019-02-26,365,366,0,9.45,t,8126,106
2019-02-27,365,366,0,6.5,t,5400,539
2019-02-28,33,80,29,17.4,t,2691,444
2019-02-21,365,366,0,8.1,t,2651,731
2019-02-21,365,366,0,20.5,t,2651,1390
2019-03-02,8,15,33.72,5.95,t,123,425
2019-02-26,13,32,21.75,2.9,t,126,390
2018-12-22,22,28,16,8,t,123,1155
2019-02-26,10,17,52.6,13.15,t,147,204
2019-02-27,10,19,108.66,1,t,341,195
2019-01-23,365,366,0,19.85,t,337,146
2019-02-26,16,24,40,12,t,152300,291672
2019-02-06,43,50,17.8,17.8,t,139,319
2019-02-08,63,105,26.95,26.95,t,152300,291432
2019-01-09,24,37,2.55,2.55,t,144,12
2018-12-18,14,22,33.25,33.25,f,214,279988
2018-12-18,21,26,3.95,3.95,f,214,1474
2019-03-01,16,31,42.75,6.75,t,139,344
2018-12-21,365,366,0,18.95,t,135,678
2019-02-20,57,105,78,2.6,t,664,609
2019-03-01,58,70,25,12.5,t,145,54
2019-02-28,4,10,356.42,45.5,t,152449,290835
2018-12-22,365,366,0,23.5,t,128,221
2018-12-18,56,68,15.2,3.8,t,214,458
2019-02-14,7,11,179.83,20.75,t,341,213
2019-02-15,15,22,15.75,10.5,t,337,641
2018-12-21,365,366,0,36,t,135,1319
2018-12-21,365,366,0,36,t,135,2343
2018-12-21,365,366,0,26,t,135,84637
2019-03-01,4,10,439.83,45.5,t,152451,290835
2019-01-11,365,366,35.56,35.56,t,152300,291423
2019-02-22,29,37,21.2,5.6,t,214,281
2019-01-28,365,366,0,5.7,t,172273,72
2019-01-28,365,366,0,2.9,t,172273,301
2019-03-02,5,10,172.07,8.9,t,337,220
2019-02-23,41,73,27.9,18.6,t,337,614
2019-01-11,365,366,24.8,24.8,t,152300,291507
2019-01-29,15,18,0,11.9,t,1757,335
2019-03-01,14,20,65.24,12,t,1753,372
2019-02-01,365,366,0,54.13,t,152300,291526
2019-02-02,42,66,17.5,17.5,t,347,128
2019-02-20,42,51,5,5,t,664,2864
2019-02-05,56,68,9.85,9.85,t,152448,292226
2019-02-16,31,45,23.4,15.6,t,673,564
2019-02-21,365,366,0,5.3,t,2879,88
2019-02-21,63,76,27.5,27.5,t,2879,164
2019-01-31,365,366,74,37,t,102483,273
2019-01-29,365,366,0,35.7,t,1757,369
2019-01-29,80,96,93.84,8.5,t,1757,467
2019-01-29,365,366,0,6.5,t,1757,657
2019-01-29,365,366,0,10.9,t,1757,857
2019-01-29,365,366,0,33.35,t,1798,510
2019-01-29,365,366,0,19,t,1958,49
2019-01-08,365,366,22.5,22.5,t,152451,290887
2019-02-25,22,43,84,7,t,664,645
2019-02-20,42,51,130,65,t,3444,387
2019-01-15,365,366,18.5,18.5,t,152451,291206
2019-01-02,365,366,0,19.8,t,145,2137
2019-01-15,49,59,41.55,41.55,t,152451,291532
2019-01-28,365,366,0,11.4,t,172273,467
2019-02-20,27,33,9.6,3.2,t,3550,65
2019-02-20,27,33,34.4,17.7,t,3550,168
2018-12-18,365,366,45,45,t,152451,291801
2019-02-20,365,366,0,20,t,3550,190
2019-01-28,7,12,0,22.5,t,172273,615
2019-01-31,26,32,0,0,t,102483,447
2019-02-20,13,16,0,6,t,3550,348
2019-02-20,54,78,42.4,5.3,t,3550,650
2019-02-20,365,366,0,20.5,t,3550,1390
2019-01-28,365,366,0,3,t,172273,647
2019-02-20,62,75,6,6,t,3550,1418
2019-02-26,66,80,30.5,30.5,t,8126,121
2019-02-26,12,16,220.52,1.4,t,8126,195
2019-02-26,16,31,22.4,3.2,t,8126,284
2019-02-26,9,15,65.6,2.46,t,152451,291040
2019-02-28,19,32,141,47,t,152452,290835
2019-03-02,7,15,54.83,11.75,t,149,261
2019-03-02,4,10,1070,8,t,152,108
2019-03-01,23,30,29.2,21.9,t,156,280
2019-01-17,14,17,0,2.5,t,151,586
2019-02-28,14,22,26.85,8.95,t,216,569
2018-12-21,365,366,0,13.75,t,156,83
2019-02-21,49,66,22,22,t,151,515
2018-12-18,365,366,31.07,31.07,t,152253,291290
2018-12-22,365,366,0,11.2,t,153,55
2018-12-22,365,366,0,25.6,t,153,221
2019-01-29,365,366,0,36.4,t,1958,86
2019-01-07,30,42,25,25,t,757,74
2019-02-19,33,68,17,8.5,t,165,358
2018-12-10,365,366,0,13.9,t,845,56
2019-02-07,18,25,120,60,t,156,387
2018-12-17,10,12,0,12.6,t,216,225
2018-12-27,5,11,0,14.25,t,153,382
2019-01-04,37,64,17.16,8.8,t,165,450
2018-12-28,70,84,21,21,t,962,597
2019-01-28,41,50,41.5,20.75,t,219,213
2019-01-22,55,82,21.95,9.5,t,156,28
2019-02-27,365,366,0,7.45,t,8947,173
2019-01-16,37,45,2.9,2.9,t,1112,97
2019-02-27,19,23,21,1.75,t,8947,355
2018-12-10,365,366,0,73.4,t,924,1177
2019-02-28,6,11,378.3,29.1,t,152453,290895
2018-12-10,8,10,267.3,29.7,t,955,1192
2019-02-25,12,25,115.2,19.2,t,219,674
2019-02-28,7,11,549.33,41.2,t,152453,290924
2019-02-26,36,83,17.3,17.3,t,3947,54
2019-02-28,7,11,549.33,41.2,t,152453,291090
2019-02-23,67,108,8.7,2.9,t,216,248
2019-02-21,22,41,99.45,15.3,t,845,1798
2019-02-23,18,41,17.7,5.9,t,216,425
2019-03-02,13,16,49.6,6.2,t,164,106
2019-02-04,365,366,0,25.33,t,152453,291288
2019-03-01,13,21,17.23,4.7,t,216,284
2019-02-12,68,82,58.66,7,t,653,1288
2018-12-18,365,366,0,37.4,t,217,652
2019-03-02,75,90,4.8,4.8,t,216,458
2019-02-26,42,56,26,26,t,8126,449
2019-02-26,42,56,44,44,t,8126,1089
2019-02-26,40,48,7.5,16,t,8867,111
2018-12-18,365,366,0,36,t,217,3402
2019-02-12,24,29,20.79,13.86,t,152453,291251
2019-02-26,365,366,0,18.1,t,8867,417
2019-02-26,40,48,6.5,6.5,t,8867,443
2019-02-04,17,27,42,12,t,152460,291834
2019-02-20,14,17,2.55,2.55,t,3920,602
2018-12-28,56,68,25.15,9.6,t,962,802
2019-02-20,6,12,0,2.45,t,3947,153
2019-01-29,37,58,17.31,12.5,t,1958,105
2019-02-20,365,366,0,10.5,t,3947,187
2019-02-20,48,63,11.2,1.4,t,3947,534
2019-02-19,23,40,40.5,8.1,t,217,340
2019-01-03,365,366,0,8.7,t,154,414
2019-01-03,365,366,0,7.2,t,154,645
2019-01-03,69,83,22.5,22.5,t,156,312
2019-01-16,38,39,33.75,22.5,t,1301,836
2019-02-27,33,41,33.18,33.18,t,152301,291102
2019-02-28,11,17,10.5,3.5,t,357,6
2018-12-18,46,71,72,1.5,t,225,410
2019-01-29,365,366,0,37,t,1958,138
2019-02-25,20,25,15.75,10.5,t,357,1598
2019-02-25,72,123,29.98,14.99,t,1259,4715
2019-02-27,7,15,58.4,3.65,t,670,284
2019-02-20,69,83,33.2,16.6,t,3947,595
2019-02-27,365,366,0,6.6,t,8947,386
2019-02-09,365,366,0,23.4,t,4747,54
2019-02-09,365,366,0,7.2,t,4747,1092
2019-02-08,50,71,24.5,24.5,t,5297,138
2019-03-01,9,12,80.64,20.16,t,4367,575
2019-02-15,29,35,32,1.6,t,1010,246
2019-02-19,36,58,50.4,6.4,t,221,550
2018-12-10,365,366,0,24,t,1218,489
2019-02-21,33,73,18.3,3.05,t,4367,458
2019-02-26,18,19,20,20,t,3949,341551
2019-02-21,365,366,0,2.68,t,4367,579
2019-02-21,365,366,0,9.95,t,4367,604
2019-02-26,8,10,194.4,4.05,t,152453,291417
2018-12-10,35,54,21.9,14.6,t,1259,411
2019-02-28,11,17,159.17,43.41,t,152453,291421
2019-02-11,365,366,0,21.3,t,152470,291845
2019-03-01,21,26,17.01,12.6,t,20111,105
2018-12-10,63,101,36,36,t,1268,3323
2019-01-29,42,51,1.95,1.95,t,1958,178
2019-01-29,35,62,103.48,1.99,t,1958,209
2019-01-29,365,366,0,31.99,t,1958,269
2019-02-08,365,366,0,7.6,t,12432,48
2019-01-23,72,87,8.8,8.8,t,357,340
2019-02-08,71,86,28.8,7.2,t,12432,1092
2019-02-26,18,31,81,27,t,152453,291467
2019-01-23,34,42,13.4,13.4,t,357,734
2019-02-08,365,366,0,106,t,28801,373
2019-01-28,365,366,0,9.5,t,178807,2165
2019-01-28,365,366,0,11.5,t,178807,2315
2019-02-23,15,26,23.25,7.75,t,357,11
2019-02-23,12,24,7.8,2.6,t,357,551
2019-02-28,6,10,66.5,1.5,t,152470,291011
2019-02-22,42,63,4.95,4.95,t,3949,43
2019-02-20,365,366,0,3.7,t,3947,3807
2019-02-20,27,33,38.7,6.65,t,4176,36
2019-02-19,11,14,0,10,t,3949,1598
2019-02-21,365,366,0,7.5,t,4367,3720
2019-02-22,11,13,0,8.5,t,178807,151
2019-02-20,365,366,0,5.25,t,4176,284
2019-02-20,365,366,0,1.95,t,4176,410
2019-02-20,365,366,0,5.25,t,4176,458
2019-02-20,63,76,11.05,11.05,t,4367,139
2019-02-18,60,98,37.6,19.4,t,1259,314
2019-02-23,11,22,59.47,16.22,t,152470,292121
2019-02-20,58,70,42.1,21.05,t,4367,619
2019-02-08,56,68,14.58,14.58,t,152470,292051
2019-01-11,8,12,0,31,t,167,1697
2019-01-25,28,34,20.92,13.95,t,152301,291720
2019-02-26,45,54,51.75,10.35,t,1829,683
2019-01-29,365,366,0,14.3,t,1958,291
2019-02-27,34,47,19.99,14.99,t,152301,291836
2019-01-12,33,40,28,14,t,1829,244
2019-02-21,17,18,37.17,24.78,t,152453,291768
2019-01-30,21,31,210.76,26,t,141791,141247
2019-01-30,33,40,20,20,t,142093,92
2019-02-21,32,45,33.04,24.78,t,152453,291837
2019-02-25,18,23,11.2,5.6,t,358,513
2019-02-22,27,37,16.7,9.1,t,188,450
2018-12-28,43,48,23.75,24.5,t,1259,47
2018-12-28,365,366,0,17,t,1259,149
2019-02-28,37,66,29.4,14.7,t,176,73
2019-02-22,17,24,100,15,t,188,455
2019-01-02,365,366,18.9,18.9,t,152301,291635
2019-02-26,50,60,220,110,t,20583,445
2018-12-10,76,129,30.75,30.75,t,1829,6458
2019-01-22,42,51,23.94,23.94,t,152453,292042
2019-02-08,43,63,56.8,28.4,t,1829,1943
2019-02-25,28,71,0,0,t,1946,151
2019-02-23,8,10,24.3,8.1,t,358,2226
2019-02-23,19,28,5.55,5.55,t,179999,250
2019-02-23,26,32,121.8,60.9,t,179999,554
